#{"t_start": 1719343627.0361006, "env_id": "CartPoleAggregated-v1"}
r,l,t
20.0,20,0.712043
16.0,16,2.13016
22.0,22,2.179132
17.0,17,3.26275
12.0,12,3.287111
12.0,12,4.318569
13.0,13,4.344906
17.0,17,7.359612
11.0,11,7.382681
26.0,26,8.758389
17.0,17,8.793197
23.0,23,10.224221
26.0,26,11.798928
22.0,22,11.847822
36.0,36,14.730888
20.0,20,14.772428
16.0,16,16.25355
20.0,20,16.295156
16.0,16,17.707176
39.0,39,19.268162
52.0,52,22.907274
62.0,62,26.523325
171.0,171,34.357266
71.0,71,37.465083
182.0,182,47.011337
28.0,28,48.578097
93.0,93,53.281264
362.0,362,67.158406
500.0,500,85.967357
500.0,500,103.797974
500.0,500,124.402327
500.0,500,141.254382
500.0,500,163.762341
500.0,500,183.29449
500.0,500,202.348006
500.0,500,224.321217
500.0,500,244.151293
500.0,500,265.201356
437.0,437,281.154727
407.0,407,296.157481
500.0,500,316.729202
500.0,500,335.817427
326.0,326,348.879347
341.0,341,362.971483
319.0,319,373.822749
426.0,426,390.229906
336.0,336,404.0704
500.0,500,423.022803
464.0,464,440.73946
500.0,500,461.108774
500.0,500,480.327586
500.0,500,498.191358
